ID,Trees,Trees_Producing,,
H3021,150,50,,
H3022,200,0,,
H3023,200,20,,
H3024,200,0,,
H3025,200,0,,
H3026,200,30,,
H3027,200,40,,
H3028,200,0,,
H3029,200,0,,
H3030,250,20,,
H3031,250,100,,
H3032,250,150,,
H3033,300,100,,
H3034,80,30,,
H3035,85,40,,
H3036,120,30,,
H3037,150,40,,
H3038,150,50,,
H3039,200,60,,
H3040,200,50,,
H3041,250,80,,
H3042,250,40,,
H3043,250,200,,
H3044,250,70,,
H3045,250,50,,
H3046,250,50,,
H3047,280,100,,
H3048,300,0,,
H3049,300,50,,
H3050,300,200,,
H3051,300,60,,
H3052,300,50,,
H3053,350,50,,
H3054,400,100,,
H3055,450,100,,
H3056,520,100,,
H3057,60,0,,
H3058,80,20,,
H3059,115,0,,
H3060,250,200,,
H3061,300,45,,
H3062,200,60,,
H3063,300,100,,
H3064,320,200,,
H3065,120,0,,
H3066,115,0,,
H3067,150,0,,
H3068,200,0,,
H3069,200,50,,
H3070,300,40,,
H3071,300,600,,
H3072,300,50,,
H3073,100,150,,
H3074,150,115,,
H3075,200,120,,
H3076,200,240,,
H3077,200,40,,
H3078,200,100,,
H3079,260,80,,
H3080,200,125,,
H3081,200,250,,
H3082,218,61,,
H3083,200,74,,
H3084,300,89,,
H3085,300,310,,
H3086,300,150,,
H3087,300,0,,
H3088,300,100,,
H3089,350,300,,
H3090,380,250,,
H3091,400,200,,
H3092,400,500,,
H3093,500,500,,
H3094,1510,800,,
H3095,800,500,,
H3096,830,750,,
H3097,50,0,,
H3098,80,30,,
H3099,80,0,,
H3100,100,56,,
H3101,100,0,,
H3102,100,0,,
H3103,100,100,,
H3104,100,0,,
H3105,100,10,,
H3106,120,0,,
H3107,120,100,,
H3108,140,100,,
H3109,150,0,,
H3110,150,0,,
H3111,150,100,,
H3112,150,100,,
H3113,150,0,,
H3114,175,0,,
H3115,200,0,,
H3116,200,400,,
H3117,200,0,,
H3118,200,0,,
H3119,200,200,,
H3120,200,0,,
H3121,220,200,,
H3122,220,0,,
H3123,300,0,,
H3124,250,0,,
H3125,250,200,,
H3126,250,250,,
H3127,250,0,,
H3128,270,50,,
H3129,270,300,,
H3130,300,40,,
H3131,300,0,,
H3132,320,50,,
H3133,380,250,,
H3134,400,250,,
H3135,450,0,,
H3136,80,20,,
H3137,80,100,,
H3138,80,50,,
H3139,100,40,,
H3140,150,0,,
H3141,150,40,,
H3142,200,100,,
H3143,200,0,,
H3144,680,300,,
H3145,850,100,,
H3146,80,30,,
H3147,100,20,,
H3148,100,0,,
H3149,120,0,,
H3150,150,40,,
H3151,150,0,,
H3152,200,100,,
H3153,250,0,,
H3154,439,100,,
H3155,80,0,,
H3156,80,20,,
H3157,80,50,,
H3158,100,50,,
H3159,200,0,,
H3160,200,50,,
H3161,250,50,,
H3162,80,80,,
H3163,150,30,,
H3164,1000,300,,
H3165,50,50,,
H3166,112,40,,
H3167,112,50,,
H3168,120,60,,
H3169,100,40,,
H3170,150,40,,
H3171,152,20,,
H3172,240,40,,
H3173,175,50,,
H3174,215,200,,
H3175,225,0,,
H3176,240,100,,
H3177,314,300,,
H3178,314,100,,
H3179,51,58,,
H3180,65,30,,
H3181,70,30,,
H3182,78,20,,
H3183,103,50,,
H3184,130,60,,
H3185,166,0,,
H3186,240,50,,
H3187,300,160,,
H3188,306,100,,
H3189,320,100,,
H3190,480,200,,
H3191,650,100,,
H3192,57,0,,
H3193,115,100,,
H3194,150,50,,
H3195,100,50,,
H3196,100,50,,
H3197,100,30,,
H3198,100,50,,
H3199,200,50,,
H3200,50,50,,
H3201,140,50,,
H3202,150,0,,
H3203,150,40,,
H3204,150,50,,
H3205,200,0,,
H3206,700,40,,
H3207,200,50,,
H3208,250,50,,
H3209,250,100,,
H3210,250,100,,
H3211,300,101,,
H3212,300,0,,
H3213,300,0,,
H3214,300,0,,
H3215,300,100,,
H3216,300,100,,
H3217,300,100,,
H3218,450,0,,
H3219,500,150,,
H3220,500,100,,
H3221,500,100,,
H3222,400,100,,
H3223,100,0,,
H3224,200,0,,
H3225,200,50,,
H3226,200,0,,
H3227,200,0,,
H3228,230,0,,
H3229,250,0,,
H3230,80,0,,
H3231,300,50,,
H3232,300,105,,
H3233,400,100,,
H3234,100,30,,
H3235,10,40,,
H3236,150,50,,
H3237,250,50,,
H3238,300,0,,
H3239,50,0,,
H3240,60,0,,
H3241,65,30,,
H3242,70,70,,
H3243,80,0,,
H3244,80,50,,
H3245,100,0,,
H3246,100,50,,
H3247,100,0,,
H3248,100,0,,
H3249,100,30,,
H3250,100,20,,
H3251,100,30,,
H3252,120,0,,
H3253,120,50,,
H3254,150,100,,
H3255,150,10,,
H3256,150,30,,
H3257,150,50,,
H3258,150,30,,
H3259,180,50,,
H3260,150,20,,
H3261,170,170,,
H3262,200,0,,
H3263,200,50,,
H3264,220,100,,
H3265,250,0,,
H3266,280,20,,
H3267,3000,0,,
H3268,450,150,,
H3269,500,100,,
H3270,750,100,,
H3271,850,850,,
H3272,50,20,,
H3273,50,0,,
H3274,60,0,,
H3275,65,20,,
H3276,70,40,,
H3277,80,0,,
H3278,80,30,,
H3279,85,0,,
H3280,100,20,,
H3281,100,30,,
H3282,100,40,,
H3283,100,0,,
H3284,130,30,,
H3285,150,0,,
H3286,150,0,,
H3287,150,25,,
H3288,200,0,,
H3289,250,0,,
H3290,250,30,,
H3291,250,0,,
H3292,253,0,,
H3293,280,30,,
H3294,300,100,,
H3295,300,0,,
H3296,306,100,,
H3297,50,45,,
H3298,50,0,,
H3299,100,10,,
H3300,100,70,,
H3301,100,20,,
H3302,100,50,,
H3303,100,50,,
H3304,100,0,,
H3305,100,100,,
H3306,100,100,,
H3307,100,100,,
H3308,100,0,,
H3309,100,50,,
H3310,100,80,,
H3311,200,30,,
H3312,200,,,
H3313,200,,,
H3314,200,0,,
H3315,200,200,,
H3316,200,200,,
H3317,200,150,,
H3318,200,200,,
H3319,200,100,,
H3320,250,0,,
H3321,300,250,,
H3322,300,,,
H3323,370,,,
H3324,38,38,,
H3325,45,45,,
H3326,74,74,,
H3327,74,74,,
H3328,74,74,,
H3329,92,79,,
H3330,100,100,,
H3331,120,47,,
H3332,120,120,,
H3333,200,200,,
H3334,201,201,,
H3335,230,162,,
H3336,235,116,,
H3337,310,310,,
H3338,318,220,,
H3339,620,620,,
H3340,1012,620,,
H3341,45,45,,
H3342,45,45,,
H3343,48,48,,
H3344,73,73,,
H3345,120,120,,
H3346,149,149,,
H3347,152,52,,
H3348,200,100,,
H3349,200,120,,
H3350,200,68,,
H3351,209,209,,
H3352,250,0,,
H3353,265,123,,
H3354,300,185,,
H3355,357,80,,
H3356,397,135,,
H3357,400,165,,
H3358,450,210,,
H3359,500,320,,
H3360,857,200,,
H3361,1040,850,,
H3362,70,70,,
H3363,120,62,,
H3364,123,80,,
H3365,150,150,,
H3366,260,140,,
H3367,306,96,,
H3368,317,117,,
H3369,400,140,,
H3370,431,65,,
H3371,3000,340,,
H3372,100,55,,
H3373,104,54,,
H3374,113,96,,
H3375,113,73,,
H3376,115,45,,
H3377,200,65,,
H3378,306,210,,
H3379,350,350,,
H3380,365,200,,
H3381,420,120,,
H3382,429,76,,
H3383,80,0,,
H3384,123,42,,
H3385,86,66,,
H3386,97,0,,
H3387,119,66,,
H3388,173,73,,
H3389,186,83,,
H3390,207,87,,
H3391,294,129,,
H3392,306,36,,
H3393,433,144,,
H3394,100,60,,
H3395,200,125,,
H3396,400,165,,
H3397,23,180,,
H3398,180,83,,
H3399,260,70,,
H3400,285,277,,
H3401,309,100,,
H3402,47,47,,
H3403,55,55,,
H3404,273,270,,
H3405,80,80,,
H3406,85,85,,
H3407,85,85,,
H3408,86,86,,
H3409,95,95,,
H3410,100,0,,
H3411,100,100,,
H3412,102,102,,
H3413,103,103,,
H3414,105,0,,
H3415,113,113,,
H3416,113,113,,
H3417,135,135,,
H3418,140,140,,
H3419,150,150,,
H3420,150,130,,
H3421,170,70,,
H3422,200,200,,
H3423,200,0,,
H3424,200,200,,
H3425,205,205,,
H3426,234,234,,
H3427,250,250,,
H3428,300,150,,
H3429,300,300,,
H3430,300,300,,
H3431,300,160,,
H3432,318,318,,
H3433,400,120,,
H3434,500,135,,
H3435,500,180,,
H3436,520,125,,
H3437,600,240,,
H3438,800,515,,
H3439,1000,609,,
H3440,1040,620,,
H3441,1240,460,,
H3442,25,25,,
H3443,50,50,,
H3444,60,60,,
H3445,71,71,,
H3446,80,80,,
H3447,100,100,,
H3448,100,25,,
H3449,100,50,,
H3450,100,100,,
H3451,120,71,,
H3452,120,120,,
H3453,124,60,,
H3454,145,145,,
H3455,160,160,,
H3456,164,164,,
H3457,176,100,,
H3458,197,197,,
H3459,560,300,,
H3460,200,120,,
H3461,200,200,,
H3462,200,190,,
H3463,200,200,,
H3464,200,70,,
H3465,225,100,,
H3466,230,120,,
H3467,250,200,,
H3468,250,96,,
H3469,257,270,,
H3470,270,270,,
H3471,280,200,,
H3472,300,22,,
H3473,330,210,,
H3474,343,250,,
H3475,400,300,,
H3476,400,265,,
H3477,400,168,,
H3478,420,420,,
H3479,450,150,,
H3480,500,270,,
H3481,500,160,,
H3482,670,492,,
H3483,800,300,,
H3484,864,63,,
H3485,878,523,,
H3486,1600,1000,,
H3487,2100,700,,
H3488,3000,130,,
H3489,40,40,,
H3490,45,45,,
H3491,47,47,,
H3492,47,28,,
H3493,50,50,,
H3494,60,30,,
H3495,69,27,,
H3496,76,30,,
H3497,80,30,,
H3498,96,96,,
H3499,97,42,,
H3500,98,48,,
H3501,100,27,,
H3502,123,73,,
H3503,126,81,,
H3504,140,52,,
H3505,255,150,,
H3506,150,150,,
H3507,160,123,,
H3508,168,72,,
H3509,170,101,,
H3510,173,98,,
H3511,180,52,,
H3512,200,180,,
H3513,200,80,,
H3514,200,100,,
H3515,207,160,,
H3516,220,220,,
H3517,239,126,,
H3518,240,152,,
H3519,240,240,,
H3520,300,300,,
H3521,360,360,,
H3522,401,241,,
H3523,433,320,,
H3524,777,770,,
H3525,955,955,,
H3526,66,45,,
H3527,96,20,,
H3528,98,75,,
H3529,100,65,,
H3530,100,70,,
H3531,120,95,,
H3532,120,80,,
H3533,143,100,,
H3534,150,105,,
H3535,150,110,,
H3536,150,90,,
H3537,150,120,,
H3538,165,80,,
H3539,180,100,,
H3540,183,108,,
H3541,189,95,,
H3542,200,150,,
H3543,200,147,,
H3544,200,80,,
H3545,431,250,,
H3546,218,,,
H3547,222,150,,
H3548,250,165,,
H3549,250,150,,
H3550,250,150,,
H3551,252,82,,
H3552,258,75,,
H3553,270,120,,
H3554,300,172,,
H3555,300,200,,
H3556,300,154,,
H3557,316,195,,
H3558,318,225,,
H3559,356,306,,
H3560,400,0,,
H3561,400,245,,
H3562,600,450,,
H3563,600,400,,
H3564,730,450,,
H3565,800,500,,
H3566,1250,1000,,
H3567,2000,150,,
H3568,3000,200,,
H3569,5000,482,,
H3570,50,50,,
H3571,60,60,,
H3572,70,70,,
H3573,76,60,,
H3574,80,30,,
H3575,85,85,,
H3576,100,0,,
H3577,100,50,,
H3578,100,86,,
H3579,100,50,,
H3580,100,40,,
H3581,101,214,,
H3582,105,105,,
H3583,107,86,,
H3584,120,75,,
H3585,130,45,,
H3586,147,22,,
H3587,150,75,,
H3588,190,90,,
H3589,200,150,,
H3590,200,200,,
H3591,200,135,,
H3592,214,0,,
H3593,215,48,,
H3594,225,25,,
H3595,250,66,,
H3596,250,82,,
H3597,260,130,,
H3598,300,160,,
H3599,300,210,,
H3600,350,50,,
H3601,351,151,,
H3602,360,170,,
H3603,385,386,,
H3604,400,120,,
H3605,520,250,,
H3606,600,680,,
H3607,1000,600,,
H3608,1215,350,,
H3609,100,32,,
H3610,115,115,,
H3611,150,47,,
H3612,150,48,,
H3613,150,150,,
H3614,150,150,,
H3615,150,52,,
H3616,165,37,,
H3617,180,180,,
H3618,190,190,,
H3619,195,57,,
H3620,450,110,,
H3621,250,500,,
H3622,256,79,,
H3623,280,280,,
H3624,300,97,,
H3625,300,82,,
H3626,300,300,,
H3627,300,300,,
H3628,300,70,,
H3629,300,300,,
H3630,315,97,,
H3631,315,92,,
H3632,350,76,,
H3633,350,350,,
H3634,400,107,,
H3635,400,400,,
H3636,400,107,,
H3637,700,127,,
H3638,700,270,,
H3639,100,32,,
H3640,150,43,,
H3641,200,200,,
H3642,200,47,,
H3643,200,41,,
H3644,200,31,,
H3645,200,37,,
H3646,200,33,,
H3647,200,51,,
H3648,200,200,,
H3649,200,200,,
H3650,200,200,,
H3651,200,200,,
H3652,200,200,,
H3653,250,250,,
H3654,300,72,,
H3655,300,71,,
H3656,300,69,,
H3657,300,90,,
H3658,300,101,,
H3659,300,300,,
H3660,300,300,,
H3661,300,79,,
H3662,300,300,,
H3663,400,400,,
H3664,750,310,,
H3665,500,107,,
H3666,500,79,,
H3667,600,397,,
H3668,800,312,,
H3669,18,18,,
H3670,80,80,,
H3671,90,30,,
H3672,100,100,,
H3673,120,39,,
H3674,150,50,,
H3675,184,184,,
H3676,200,200,,
H3677,200,37,,
H3678,400,400,,
H3679,750,750,,
H3680,40,40,,
H3681,50,50,,
H3682,60,30,,
H3683,60,26,,
H3684,60,30,,
H3685,100,100,,
H3686,100,30,,
H3687,100,34,,
H3688,120,47,,
H3689,120,30,,
H3690,150,150,,
H3691,160,160,,
H3692,230,47,,
H3693,255,255,,
H3694,290,71,,
H3695,300,62,,
H3696,306,100,,
H3697,326,326,,
H3698,350,100,,
H3699,632,632,,
H3700,100,100,,
H3701,100,100,,
H3702,100,36,,
H3703,100,100,,
H3704,100,41,,
H3705,100,29,,
H3706,100,38,,
H3707,100,131,,
H3708,100,127,,
H3709,100,31,,
H3710,100,37,,
H3711,100,36,,
H3712,150,150,,
H3713,150,37,,
H3714,150,27,,
H3715,200,61,,
H3716,200,67,,
H3717,200,200,,
H3718,200,38,,
H3719,200,200,,
H3720,220,23,,
H3721,250,70,,
H3722,260,27,,
H3723,300,70,,
H3724,300,300,,
H3725,350,350,,
H3726,700,270,,
H3727,30,62,,
H3728,85,85,,
H3729,100,31,,
H3730,130,300,,
H3731,150,50,,
H3732,150,51,,
H3733,150,150,,
H3734,150,37,,
H3735,150,150,,
H3736,160,51,,
H3737,200,63,,
H3738,200,51,,
H3739,200,57,,
H3740,200,52,,
H3741,200,200,,
H3742,200,55,,
H3743,240,240,,
H3744,250,250,,
H3745,250,250,,
H3746,250,62,,
H3747,300,92,,
H3748,300,76,,
H3749,300,300,,
H3750,300,72,,
H3751,300,77,,
H3752,400,150,,
H3753,400,90,,
H3754,402,92,,
H3755,500,200,,
H3756,600,130,,
H3757,700,400,,
H3758,80,30,,
H3759,200,61,,
H3760,200,57,,
H3761,200,92,,
H3762,200,49,,
H3763,250,70,,
H3764,250,250,,
H3765,250,250,,
H3766,250,71,,
H3767,250,69,,
H3768,250,61,,
H3769,300,300,,
H3770,300,101,,
H3771,300,300,,
H3772,300,92,,
H3773,300,82,,
H3774,300,67,,
H3775,300,300,,
H3776,300,300,,
H3777,400,107,,
H3778,400,101,,
H3779,500,379,,
H3780,500,800,,
H3781,500,701,,
H3782,500,107,,
H3783,500,121,,
H3784,600,172,,
H3785,600,190,,
H3786,600,197,,
H3787,600,27,,
H3788,2000,1750,,
H3789,50,19,,
H3790,50,50,,
H3791,60,61,,
H3792,70,23,,
H3793,140,140,,
H3794,180,180,,
H3795,200,200,,
H3796,200,64,,
H3797,200,67,,
H3798,200,200,,
H3799,200,200,,
H3800,200,200,,
H3801,200,57,,
H3802,200,47,,
H3803,100,26,,
H3804,240,240,,
H3805,300,300,,
H3806,300,300,,
H3807,300,300,,
H3808,300,300,,
H3809,300,300,,
H3810,300,97,,
H3811,300,82,,
H3812,300,72,,
H3813,352,352,,
H3814,400,130,,
H3815,400,300,,
H3816,400,212,,
H3817,400,400,,
H3818,400,200,,
H3819,400,125,,
H3820,600,600,,
H3821,600,600,,
H3822,600,300,,
H3823,900,370,,
H3824,2000,350,,
H3825,100,37,,
H3826,150,100,,
H3827,150,49,,
H3828,200,61,,
H3829,200,70,,
H3830,200,57,,
H3831,200,200,,
H3832,200,37,,
H3833,200,200,,
H3834,240,70,,
H3835,300,92,,
H3836,300,150,,
H3837,300,91,,
H3838,300,101,,
H3839,300,70,,
H3840,350,102,,
H3841,500,112,,
H3842,30,300,,
H3843,40,49,,
H3844,50,27,,
H3845,50,22,,
H3846,50,119,,
H3847,60,19,,
H3848,60,30,,
H3849,70,70,,
H3850,80,80,,
H3851,80,25,,
H3852,80,80,,
H3853,100,37,,
H3854,100,130,,
H3855,100,100,,
H3856,100,45,,
H3857,100,100,,
H3858,100,27,,
H3859,100,100,,
H3860,150,70,,
H3861,150,50,,
H3862,150,49,,
H3863,150,43,,
H3864,170,48,,
H3865,200,60,,
H3866,230,230,,
H3867,250,65,,
H3868,300,300,,
H3869,400,,,
H3870,800,800,,
H3871,100,33,,
H3872,200,69,,
H3873,200,200,,
H3874,200,62,,
H3875,200,200,,
H3876,200,61,,
H3877,200,200,,
H3878,220,63,,
H3879,250,83,,
H3880,250,123,,
H3881,250,81,,
H3882,250,83,,
H3883,250,101,,
H3884,250,77,,
H3885,250,250,,
H3886,250,61,,
H3887,250,90,,
H3888,250,62,,
H3889,300,76,,
H3890,300,91,,
H3891,300,76,,
H3892,350,100,,
H3893,350,350,,
H3894,350,110,,
H3895,350,350,,
H3896,370,370,,
H3897,380,100,,
H3898,420,420,,
H3899,420,100,,
H3900,450,450,,
H3901,450,450,,
H3902,500,500,,
H3903,40,40,,
H3904,50,50,,
H3905,100,100,,
H3906,100,100,,
H3907,100,52,,
H3908,100,61,,
H3909,100,33,,
H3910,110,37,,
H3911,150,51,,
H3912,150,300,,
H3913,150,49,,
H3914,150,150,,
H3915,250,100,,
H3916,250,70,,
H3917,250,250,,
H3918,250,69,,
H3919,250,250,,
H3920,300,78,,
H3921,300,300,,
H3922,300,300,,
H3923,300,300,,
H3924,300,99,,
H3925,300,97,,
H3926,300,101,,
H3927,300,96,,
H3928,300,79,,
H3929,300,99,,
H3930,308,308,,
H3931,325,325,,
H3932,350,72,,
H3933,600,192,,
H3934,650,123,,
H3935,40,40,,
H3936,44,21,,
H3937,50,50,,
H3938,60,30,,
H3939,60,61,,
H3940,61,61,,
H3941,70,30,,
H3942,80,20,,
H3943,81,81,,
H3944,84,84,,
H3945,86,27,,
H3946,100,30,,
H3947,100,100,,
H3948,100,31,,
H3949,100,36,,
H3950,100,40,,
H3951,120,37,,
H3952,120,120,,
H3953,150,150,,
H3954,200,53,,
H3955,200,70,,
H3956,200,200,,
H3957,200,53,,
H3958,210,62,,
H3959,210,68,,
H3960,240,240,,
H3961,300,101,,
H3962,300,70,,
H3963,300,79,,
H3964,300,100,,
H3965,320,320,,
H3966,322,77,,
H3967,336,112,,
H3968,500,150,,
H3969,300,99,,
H3970,300,300,,
H3971,400,400,,
H3972,1680,,,
H3973,112,61,,
H3974,120,120,,
H3975,140,,,
H3976,150,50,,
H3977,170,48,,
H3978,180,170,,
H3979,190,57,,
H3980,200,57,,
H3981,200,62,,
H3982,200,61,,
H3983,200,57,,
H3984,200,400,,
H3985,200,97,,
H3986,200,49,,
H3987,215,127,,
H3988,420,230,,
H3989,240,77,,
H3990,240,71,,
H3991,280,97,,
H3992,280,280,,
H3993,300,150,,
H3994,300,172,,
H3995,300,97,,
H3996,315,800,,
H3997,400,127,,
H3998,420,212,,
H3999,450,62,,
H4000,600,100,,
H4001,720,412,,
H4002,100,60,,
H4003,100,35,,
H4004,150,70,,
H4005,200,30,,
H4006,200,50,,
H4007,200,45,,
H4008,225,80,,
H4009,250,,,
H4010,250,70,,
H4011,250,50,,
H4012,300,60,,
H4013,300,80,,
H4014,300,,,
H4015,300,70,,
H4016,300,,,
H4017,300,120,,
H4018,300,,,
H4019,300,200,,
H4020,300,,,
H4021,300,,,
H4022,300,20,,
H4023,300,,,
H4024,300,40,,
H4025,300,150,,
H4026,305,,,
H4027,310,40,,
H4028,350,50,,
H4029,350,60,,
H4030,350,90,,
H4031,380,45,,
H4032,700,700,,
H4033,2000,30,,
H4034,100,40,,
H4035,300,,,
H4036,100,30,,
H4037,300,,,
H4038,100,30,,
H4039,100,40,,
H4040,100,,,
H4041,100,50,,
H4042,120,,,
H4043,150,,,
H4044,150,50,,
H4045,150,45,,
H4046,150,30,,
H4047,200,,,
H4048,200,100,,
H4049,200,40,,
H4050,200,50,,
H4051,200,40,,
H4052,200,45,,
H4053,250,80,,
H4054,250,95,,
H4055,250,150,,
H4056,250,30,,
H4057,250,100,,
H4058,250,30,,
H4059,250,45,,
H4060,250,40,,
H4061,250,90,,
H4062,300,30,,
H4063,300,50,,
H4064,300,90,,
H4065,300,160,,
H4066,300,80,,
H4067,300,100,,
H4068,300,30,,
H4069,300,50,,
H4070,300,200,,
H4071,300,100,,
H4072,350,60,,
H4073,500,100,,
H4074,500,150,,
H4075,800,150,,
H4076,50,15,,
H4077,100,10,,
H4078,100,30,,
H4079,100,33,,
H4080,100,25,,
H4081,100,50,,
H4082,100,40,,
H4083,100,70,,
H4084,100,130,,
H4085,100,0,,
H4086,100,40,,
H4087,100,15,,
H4088,100,30,,
H4089,100,35,,
H4090,150,45,,
H4091,150,50,,
H4092,150,150,,
H4093,200,40,,
H4094,200,70,,
H4095,250,20,,
H4096,250,70,,
H4097,250,80,,
H4098,250,50,,
H4099,300,40,,
H4100,300,0,,
H4101,300,60,,
H4102,350,70,,
H4103,400,50,,
H4104,400,50,,
H4105,400,80,,
H4106,450,85,,
H4107,554,180,,
H4108,600,100,,
H4109,800,115,,
H4110,800,300,,
H4111,800,330,,
H4112,1200,0,,
H4113,1500,420,,
H4114,2009,510,,
H4115,30,30,,
H4116,70,70,,
H4117,80,0,,
H4118,100,30,,
H4119,100,50,,
H4120,110,30,,
H4121,120,50,,
H4122,129,40,,
H4123,160,130,,
H4124,200,30,,
H4125,220,110,,
H4126,240,150,,
H4127,250,110,,
H4128,250,250,,
H4129,250,70,,
H4130,250,80,,
H4131,250,60,,
H4132,280,70,,
H4133,300,80,,
H4134,300,0,,
H4135,300,150,,
H4136,300,40,,
H4137,300,100,,
H4138,300,60,,
H4139,300,70,,
H4140,350,170,,
H4141,400,100,,
H4142,400,120,,
H4143,450,80,,
H4144,460,260,,
H4145,500,315,,
H4146,500,320,,
H4147,500,220,,
H4148,502,440,,
H4149,48,120,,
H4150,96,30,,
H4151,105,60,,
H4152,120,350,,
H4153,141,50,,
H4154,143,40,,
H4155,150,50,,
H4156,170,40,,
H4157,180,,,
H4158,200,50,,
H4159,200,60,,
H4160,212,30,,
H4161,220,40,,
H4162,250,50,,
H4163,270,30,,
H4164,300,60,,
H4165,300,40,,
H4166,310,70,,
H4167,315,90,,
H4168,360,100,,
H4169,502,100,,
H4170,350,32,,
H4171,32,90,,
H4172,40,50,,
H4173,50,50,,
H4174,50,30,,
H4175,60,,,
H4176,70,50,,
H4177,80,,,
H4178,90,90,,
H4179,100,,,
H4180,100,100,,
H4181,100,70,,
H4182,112,50,,
H4183,120,,,
H4184,150,,,
H4185,150,50,,
H4186,150,,,
H4187,200,70,,
H4188,200,75,,
H4189,240,100,,
H4190,250,100,,
H4191,260,70,,
H4192,300,100,,
H4193,320,100,,
H4194,360,400,,
H4195,400,100,,
H4196,600,120,,
H4197,1500,,,
H4198,50,30,,
H4199,50,20,,
H4200,85,30,,
H4201,100,50,,
H4202,100,0,,
H4203,100,60,,
H4204,120,40,,
H4205,120,25,,
H4206,150,50,,
H4207,160,50,,
H4208,165,0,,
H4209,170,20,,
H4210,180,60,,
H4211,180,30,,
H4212,220,60,,
H4213,240,90,,
H4214,245,20,,
H4215,250,60,,
H4216,250,100,,
H4217,250,70,,
H4218,250,130,,
H4219,250,40,,
H4220,250,40,,
H4221,250,55,,
H4222,280,80,,
H4223,300,50,,
H4224,300,60,,
H4225,300,30,,
H4226,320,90,,
H4227,350,55,,
H4228,350,140,,
H4229,380,120,,
H4230,400,400,,
H4231,400,200,,
H4232,480,150,,
H4233,50,50,,
H4234,100,70,,
H4235,100,50,,
H4236,100,50,,
H4237,100,50,,
H4238,150,30,,
H4239,150,70,,
H4240,150,30,,
H4241,150,150,,
H4242,150,30,,
H4243,150,50,,
H4244,180,180,,
H4245,200,80,,
H4246,250,250,,
H4247,250,250,,
H4248,300,300,,
H4249,300,150,,
H4250,300,150,,
H4251,300,160,,
H4252,300,314,,
H4253,340,50,,
H4254,350,130,,
H4255,400,50,,
H4256,400,100,,
H4257,400,400,,
H4258,500,500,,
H4259,500,110,,
H4260,500,500,,
H4261,500,100,,
H4262,550,80,,
H4263,700,150,,
H4264,800,400,,
H4265,930,250,,
H4266,100,250,,
H4267,60,20,,
H4268,60,30,,
H4269,100,,,
H4270,100,90,,
H4271,120,40,,
H4272,120,30,,
H4273,130,40,,
H4274,150,40,,
H4275,150,40,,
H4276,160,53,,
H4277,160,30,,
H4278,170,56,,
H4279,200,30,,
H4280,200,60,,
H4281,200,60,,
H4282,250,50,,
H4283,250,30,,
H4284,250,80,,
H4285,250,75,,
H4286,280,50,,
H4287,280,140,,
H4288,282,92,,
H4289,300,90,,
H4290,300,70,,
H4291,300,120,,
H4292,380,90,,
H4293,440,440,,
H4294,100,33,,
H4295,622,100,,
H4296,300,80,,
H4297,70,33,,
H4298,50,30,,
H4299,50,40,,
H4300,100,30,,
H4301,150,50,,
H4302,150,60,,
H4303,150,40,,
H4304,150,70,,
H4305,250,100,,
H4306,250,120,,
H4307,296,105,,
H4308,300,120,,
H4309,300,40,,
H4310,300,100,,
H4311,300,100,,
H4312,300,130,,
H4313,300,110,,
H4314,300,100,,
H4315,300,120,,
H4316,300,130,,
H4317,420,210,,
H4318,500,80,,
H4319,600,200,,
H4320,2550,750,,
H4321,300,100,,
H4323,5300,2350,,
H4324,550,450,,
H4325,,,,
H4327,400,80,,
H4328,820,600,,
H4329,110,110,,
H4334,300,88,,
H4335,150,51,,
H4336,135,70,,
H4337,150,80,,
H4338,200,79,,
H4339,300,31,,
H4340,100,71,,
H4341,300,200,,
H4342,400,70,,
H4343,200,100,,
H4344,100,40,,
H4345,150,0,,
H4346,300,300,,
H4348,500,200,,
H4349,400,160,,
H4350,287,287,,
H4351,200,200,,
H4353,232,108,,
H4354,100,30,,
H4355,100,39,,
H4356,75,31,,
H4357,90,90,,
H4358,43,43,,
H4360,45,45,,
H4361,200,,,
H4362,85,77,,
H4363,181,,,
H4364,31,,,
H4365,50,,,
H4366,49,,,
H4367,156,,,
H4368,192,192,,
H4369,75,,,
H4370,54,56,,
H4371,70,,,
H4372,180,,,
H4373,51,65,,
H4374,150,217,,
H4375,43,70,,
H4376,,,,
H4377,284,262,,
H4378,250,233,,
H4379,95,163,,
H4380,105,100,,
H4381,180,,,
H4382,104,,,
H4383,57,,,
H4384,78,,,
H4385,101,,,
H4386,25,,,
H4387,42,,,
H4388,320,350,,
H4389,59,,,
H4390,,,,
H4391,,,,
H4392,102,102,,
H4393,106,,,
H4394,122,,,
H4395,,,,
H4397,145,142,,
H4398,66,100,,
H4399,350,,,
H4400,100,,,
H4401,100,,,
H4402,480,,,
H4403,420,,,
H4404,,,,
H4405,100,,,
H4406,187,187,,
H4407,192,,,
H4408,,300,,
H4409,150,,,
H4410,101,150,,
H4411,70,,,
H4412,66,,,
H4413,30,,,
H4414,52,48,,
H4415,60,,,
H4417,200,,,
H4418,120,,,
H4419,62,87,,
H4420,80,,,
H4421,53,53,,
H4422,94,,,
H4423,100,,,
H4424,50,,,
H4425,298,90,,
H4426,200,108,,
H4427,45,69,,
H4428,80,80,,
H4429,220,220,,
H4430,180,364,,
H4431,200,200,,
H4432,150,100,,
H4433,120,180,,
H4434,160,420,,
